card_id,bank_scope_id,content_type,level_band,profession,quality_band,overall_score,difficulty_0_100,show_stage,source_rel
card.grammar.doctor.arvion-mukaan-rakenne-ammatillisen-paatelman-merkitsemisessa-fysioterapeutin-arvion-mukaan-kavelymatka-on-lyhentynyt-merkittavasti-viimeisen-kuukauden-aikana.-according-to-the-phys.3cac29,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.arvo-ei-ole-adjektiivi-sokeriarvo-ei-ole-liian-korkea.-meaning-the-doctor-explains-that-the-sugar-value-is-not-too-high.892aa0,professional.doctor.grammar,grammar_card,A1_A2,doctor,coverage_topup,29,18,8,professional/doctor/grammar/a1_a2.json
card.grammar.doctor.arvo-on-adjektiivi-verenpaine-on-normaali.-meaning-explain-a-test-a-result-or-the-next-step.fed7f3,professional.doctor.grammar,grammar_card,A1_A2,doctor,coverage_topup,29,18,8,professional/doctor/grammar/a1_a2.json
card.grammar.doctor.arvo-on-adjektiivi-verenpaine-on-vahan-korkea.-meaning-the-doctor-explains-that-blood-pressure-is-a-little-high.c25cec,professional.doctor.grammar,grammar_card,A1_A2,doctor,coverage_topup,29,18,8,professional/doctor/grammar/a1_a2.json
card.grammar.doctor.arvo-on-numero-verenpaine-on-135-85.-meaning-explain-a-test-result-plan-or-reason.b024a1,professional.doctor.grammar,grammar_card,A1_A2,doctor,coverage_topup,29,18,8,professional/doctor/grammar/a1_a2.json
card.grammar.doctor.arvo-on-vahan-adjektiivi-sokeriarvo-on-vahan-korkea.-meaning-explain-a-test-a-result-or-the-next-step.192c4f,professional.doctor.grammar,grammar_card,A1_A2,doctor,coverage_topup,29,18,8,professional/doctor/grammar/a1_a2.json
card.grammar.doctor.avaa-objekti-avaa-suu-kiitos.-meaning-the-doctor-gives-a-simple-examination-instruction.3e615a,professional.doctor.grammar,grammar_card,A1_A2,doctor,coverage_topup,29,30,8,professional/doctor/grammar/a1_a2.json
card.grammar.doctor.avaa-objekti-avaa-suu.-open-your-mouth.58670d,professional.doctor.grammar,grammar_card,A1_A2,doctor,coverage_topup,29,30,8,professional/doctor/grammar/a1_a2.json
card.grammar.doctor.avaa-ruumiinosa-avaa-suu-kiitos.-meaning-give-a-simple-examination-instruction.18e8c1,professional.doctor.grammar,grammar_card,A1_A2,doctor,coverage_topup,29,18,8,professional/doctor/grammar/a1_a2.json
card.grammar.doctor.avaatko-objektin-avaatko-suun-meaning-give-a-simple-instruction-during-the-examination.3f9f54,professional.doctor.grammar,grammar_card,A1_A2,doctor,coverage_topup,29,30,8,professional/doctor/grammar/a1_a2.json
card.grammar.doctor.e-infinitiivin-inessiivi-samanaikaisuuden-ilmaisussa-tutkimusta-tehtaessa-potilasta-haastateltaessa-potilasta-haastateltaessa-kavi-ilmi-etta-yooireet-olivat-alkaneet-jo-ennen-uuden.10c2b3,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.edella-mainittu-rakenne-asiakirjan-sisaisessa-viittauksessa-edella-mainittu-oireiden-paheneminen-puoltaa-kontrollin-aikaistamista-ja-laakityksen-uudelleenarviointia.-the-above-ment.c8f5f1,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.edellyttaen-etta-rakenne-ehdollisessa-hoitosuunnitelmassa-laakitysta-voidaan-jatkaa-samalla-annoksella-edellyttaen-etta-kontrollikokeissa-ei-ilmene-haittavaikutuksiin-viittaavaa-mu.7015c1,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.ehtolause-mikali-epikriisissa-mikali-nielemisvaikeus-pahenee-potilaan-tulee-ottaa-yhteytta-paivystykseen-viipymatta.-jatkohoitopaikalle-kirjataan-myos-mihin-muutoksiin-tulee-reagoi.760752,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.ehtolause-mikali-erikoissairaanhoidon-lahetteessa-mikali-nielemisvaikeus-pahenee-potilaan-tulee-ottaa-yhteytta-paivystykseen-viipymatta.-tama-muotoilu-auttaa-erottamaan-varman-tied.ed88c2,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.ehtolause-mikali-potilaalle-annettavassa-ohjeessa-mikali-nielemisvaikeus-pahenee-potilaan-tulee-ottaa-yhteytta-paivystykseen-viipymatta.-potilaalle-annetaan-sama-sisalto-selkokieli.2a7025,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.ehtolause-mikali-vastaanottokirjauksessa-mikali-nielemisvaikeus-pahenee-potilaan-tulee-ottaa-yhteytta-paivystykseen-viipymatta.-if-the-swallowing-difficulty-worsens-the-patient-sho.def353,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.ehtorakenne-mikali-jos-siina-tapauksessa-etta-kotiutusohje-mikali-kuume-nousee-uudelleen-potilaan-tulee-hakeutua-paivystykseen-samana-paivana.-if-the-fever-rises-again-the-patient-.616470,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.ehtorakenne-mikali-jos-siina-tapauksessa-etta-kotiutusohje-mikali-kuume-nousee-uudelleen-potilaan-tulee-hakeutua-paivystykseen-samana-paivana.-oireen-kehitysta-verrataan-aiempiin-t.4eb5ef,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.ehtorakenne-mikali-jos-siina-tapauksessa-etta-lausunto-mikali-kuume-nousee-uudelleen-potilaan-tulee-hakeutua-paivystykseen-samana-paivana.-oireen-kehitysta-verrataan-aiempiin-tutki.144d81,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.ehtorakenne-mikali-jos-siina-tapauksessa-etta-vastaanotto-mikali-kuume-nousee-uudelleen-potilaan-tulee-hakeutua-paivystykseen-samana-paivana.-oireen-kehitysta-verrataan-aiempiin-tu.3228be,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.ei-ainoastaan...vaan-myos-rakenne-painokkaassa-perustelussa-uniapnea-ei-ainoastaan-heikenna-vireystilaa-vaan-voi-myos-lisata-sydan-ja-verisuonitautien-riskia.-sleep-apnea-not-only-.cd4af6,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.ei-niinkaan...vaan-rakenne-korjaavassa-selityksessa-kyse-ei-ole-niinkaan-yksittaisesta-poikkeavasta-arvosta-vaan-siita-etta-sama-suuntaus-on-jatkunut-useissa-mittauksissa.-the-issu.679ae4,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.ei-ole-oiretta-potilaalla-ei-ole-rintakipua.-meaning-say-or-ask-that-something-is-not-present.172398,professional.doctor.grammar,grammar_card,A1_A2,doctor,coverage_topup,29,18,8,professional/doctor/grammar/a1_a2.json
card.grammar.doctor.ei-ole-oiretta-sinulla-ei-ole-kuumetta-nyt.-meaning-the-doctor-says-the-patient-does-not-have-fever-now.e6365f,professional.doctor.grammar,grammar_card,A1_A2,doctor,coverage_topup,29,18,8,professional/doctor/grammar/a1_a2.json
card.grammar.doctor.ei-ole-viitteita-siita-etta-rakenne-negatiivisen-loydoksen-raportoinnissa-tutkimuksen-perusteella-ei-ole-viitteita-siita-etta-rintakipu-johtuisi-akuutista-keuhkoveritulpasta.-based.3f275a,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.ei-saa-perusmuoto-laaketta-ei-saa-jakaa-muille.-meaning-giving-a-safe-warning-or-condition.7d6919,professional.doctor.grammar,grammar_card,A1_A2,doctor,coverage_topup,29,18,8,professional/doctor/grammar/a1_a2.json
card.grammar.doctor.ei-saa-perusmuoto-laaketta-ei-saa-ottaa-alkoholin-kanssa.-meaning-the-doctor-gives-a-warning-about-medicine.292b53,professional.doctor.grammar,grammar_card,A1_A2,doctor,coverage_topup,29,18,8,professional/doctor/grammar/a1_a2.json
card.grammar.doctor.ei-sulje-pois-sita-etta-rakenne-erotusdiagnostiikassa-normaali-lepo-ekg-ei-sulje-pois-sita-etta-potilaalla-voi-olla-rasituksessa-ilmeneva-sydanperainen-oire.-a-normal-resting-ecg-d.d50eb8,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.ei-tarvita-partitiivi-ei-tarvita-antibioottia.-meaning-explain-a-test-a-result-or-the-next-step.b5867d,professional.doctor.grammar,grammar_card,A1_A2,doctor,coverage_topup,29,26,8,professional/doctor/grammar/a1_a2.json
card.grammar.doctor.ei-tarvitse-perusmuoto-sinun-ei-tarvitse-tulla-paivystykseen-nyt.-meaning-say-or-ask-that-something-is-not-present.847472,professional.doctor.grammar,grammar_card,A1_A2,doctor,coverage_topup,29,18,8,professional/doctor/grammar/a1_a2.json
card.grammar.doctor.elatiivi-oireen-lahteen-tai-aiheen-ilmaisussa-karsia-oireista-huolestua-loydoksesta-potilas-on-huolestunut-laboratorioloydoksesta-vaikka-muutos-on-lieva-ja-sopii-seurannassa-varmis.02814c,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.ellei-rakenne-poissulkevana-ehtona-ellei-vatsakipu-lievity-muutamassa-paivassa-kontrollissa-arvioidaan-kuvantamisen-tarve-uudelleen.-if-the-abdominal-pain-does-not-ease-within-a-fe.f4ba5a,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.en-voi-perusmuoto-en-voi-maarata-antibioottia-ilman-tutkimusta.-meaning-explain-a-test-result-plan-or-reason.9fdba2,professional.doctor.grammar,grammar_card,A1_A2,doctor,coverage_topup,29,18,8,professional/doctor/grammar/a1_a2.json
card.grammar.doctor.ennen-kuin-rakenne-hoidon-ajoituksessa-ennen-kuin-kortisonihoito-aloitetaan-varmistetaan-ettei-oirekuvaan-liity-hoitoa-vaativaa-infektiota.-before-corticosteroid-treatment-is-start.188918,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.ennen-kuin-verbi-kysy-meilta-ennen-kuin-lopetat-laakkeen.-meaning-give-a-simple-examination-instruction.42059e,professional.doctor.grammar,grammar_card,A1_A2,doctor,coverage_topup,29,18,8,professional/doctor/grammar/a1_a2.json
card.grammar.doctor.ennen-substantiivi-ala-syo-ennen-verikoetta.-meaning-give-a-simple-examination-instruction.346183,professional.doctor.grammar,grammar_card,A1_A2,doctor,coverage_topup,29,18,8,professional/doctor/grammar/a1_a2.json
card.grammar.doctor.ennen-substantiivi-ota-laake-ennen-ruokaa.-meaning-the-doctor-says-to-take-the-medicine-before-food.832e41,professional.doctor.grammar,grammar_card,A1_A2,doctor,coverage_topup,29,18,8,professional/doctor/grammar/a1_a2.json
card.grammar.doctor.epasuora-kysymys-missa-maarin-epikriisissa-konsultaatiossa-pyydetaan-arviota-siita-missa-maarin-loydos-selittaa-potilaan-oirekuvaa.-jatkohoitopaikalle-kirjataan-myos-mihin-muutoksi.72d137,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.epasuora-kysymys-missa-maarin-erikoissairaanhoidon-lahetteessa-konsultaatiossa-pyydetaan-arviota-siita-missa-maarin-loydos-selittaa-potilaan-oirekuvaa.-tama-muotoilu-auttaa-erottam.779004,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.epasuora-kysymys-missa-maarin-potilaalle-annettavassa-ohjeessa-konsultaatiossa-pyydetaan-arviota-siita-missa-maarin-loydos-selittaa-potilaan-oirekuvaa.-potilaalle-annetaan-sama-sis.d847c8,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.epasuora-kysymys-missa-maarin-vastaanottokirjauksessa-konsultaatiossa-pyydetaan-arviota-siita-missa-maarin-loydos-selittaa-potilaan-oirekuvaa.-the-consultation-asks-for-an-assessme.335e8d,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.epasuora-kysymys-potilaskertomuksessa-onko-milloin-miten-vastaanotolla-selvitettiin-onko-huimaus-yhteydessa-asennon-muutoksiin-vai-esiintyyko-sita-myos-levossa.-at-the-appointment-.fbf90f,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.epasuora-raportointi-vaikuttaa-silta-etta-epikriisissa-vaikuttaa-silta-etta-pahoinvointi-liittyy-todennakoisemmin-laakityksen-aloitukseen-kuin-infektioon.-jatkohoidon-kannalta-olen.566505,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.epasuora-raportointi-vaikuttaa-silta-etta-lahetteessa-vaikuttaa-silta-etta-pahoinvointi-liittyy-todennakoisemmin-laakityksen-aloitukseen-kuin-infektioon.-samalla-kuvataan-mitka-loy.c0d962,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.epasuora-raportointi-vaikuttaa-silta-etta-paivystysarviossa-vaikuttaa-silta-etta-pahoinvointi-liittyy-todennakoisemmin-laakityksen-aloitukseen-kuin-infektioon.-paatos-kirjataan-nii.8a0cd3,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.epasuora-raportointi-vaikuttaa-silta-etta-vastaanottotilanteessa-vaikuttaa-silta-etta-pahoinvointi-liittyy-todennakoisemmin-laakityksen-aloitukseen-kuin-infektioon.-it-appears-that.150f3c,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.epasuora-referointi-potilas-kertoo-etta...-potilas-kuvaa-etta...-potilas-kertoo-etta-kipu-herattaa-hanet-oisin-mutta-kliinisessa-tutkimuksessa-ei-todeta-akuuttia-vatsanpeitteiden-p.274abe,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.erottava-rakenne-ei-niinkaan...vaan-epikriisissa-kyse-ei-ole-niinkaan-yksittaisesta-poikkeavasta-arvosta-vaan-muutoksen-suunnasta-usean-viikon-aikana.-jatkohoidon-kannalta-olennais.fb952a,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.erottava-rakenne-ei-niinkaan...vaan-lahetteessa-kyse-ei-ole-niinkaan-yksittaisesta-poikkeavasta-arvosta-vaan-muutoksen-suunnasta-usean-viikon-aikana.-samalla-kuvataan-mitka-loydoks.af6631,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.erottava-rakenne-ei-niinkaan...vaan-paivystysarviossa-kyse-ei-ole-niinkaan-yksittaisesta-poikkeavasta-arvosta-vaan-muutoksen-suunnasta-usean-viikon-aikana.-paatos-kirjataan-niin-et.1dc71c,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.erottava-rakenne-ei-niinkaan...vaan-vastaanottotilanteessa-kyse-ei-ole-niinkaan-yksittaisesta-poikkeavasta-arvosta-vaan-muutoksen-suunnasta-usean-viikon-aikana.-the-issue-is-not-so.62ac1b,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.essiivi-potilaan-kokemuksen-kuvaamisessa-lievana-hairitsevana-sietamattomana-potilas-kuvaa-kivun-ajoittain-sietamattomana-vaikka-tutkimuksessa-ei-todeta-akuuttia-hermopuristukseen-.342d71,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.et-voi-palata-mihin-viela-et-voi-palata-toihin-viela.-meaning-give-follow-up-advice-or-say-when-the-patient-should-contact-care.7bc1ea,professional.doctor.grammar,grammar_card,A1_A2,doctor,coverage_topup,29,18,8,professional/doctor/grammar/a1_a2.json
card.grammar.doctor.etta-lause-tarkistan-etta-haava-on-puhdas.-meaning-the-doctor-says-what-they-check.82ea38,professional.doctor.grammar,grammar_card,A1_A2,doctor,coverage_topup,29,18,8,professional/doctor/grammar/a1_a2.json
card.grammar.doctor.etta-lauseen-tiivistaminen-substantiiviksi-puhelinkontakti-oirekuvan-paheneminen-tukee-arviota-hoitolinjan-tarkistamisen-tarpeesta.-loydos-suhteutetaan-potilaan-kokonaistilanteesee.e24354,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
card.grammar.doctor.etta-lauseen-tiivistaminen-substantiiviksi-riskinarvio-oirekuvan-paheneminen-tukee-arviota-hoitolinjan-tarkistamisen-tarpeesta.-loydos-suhteutetaan-potilaan-kokonaistilanteeseen.-t.8160a2,professional.doctor.grammar,grammar_card,C1_C2,doctor,coverage_topup,29,72,8,professional/doctor/grammar/c1_c2.json
