content_type,profession,front,accepted_answers,count,source_paths,sample_ids
sentence_card,practical_nurse,complete the missing part of the sentence.,"käsityöläisenä pidettyä kirurgia arvostettiin vähemmän kuin pappiin verrattavana parantajana toiminutta yleislääkäriä, vaikka onnistuessaan kirurgi kykenikin hoitamaan potilaansa: rakkokiviä leikattiin jo hippokrateen aikana ja 1100-luvulla osattiin hoitaa kaihia pistämällä | pistämällä | pistämällä",14,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.kasityolaisena.pidettya.kirurgia.arvostettiin.vahemman.kuin.papp.0003 || card.sentence.practical_nurse.kasityolaisena.pidettya.kirurgia.arvostettiin.vahemman.kuin.papp.5709 || card.sentence.practical_nurse.kasityolaisena.pidettya.kirurgia.arvostettiin.vahemman.kuin.papp.5714 || card.sentence.practical_nurse.kasityolaisena.pidettya.kirurgia.arvostettiin.vahemman.kuin.papp.5725 || card.sentence.practical_nurse.kasityolaisena.pidettya.kirurgia.arvostettiin.vahemman.kuin.papp.5730
sentence_card,doctor,complete the missing part of the sentence.,tutkimuksen aineisto perustuu vanhemmille tehtyyn kyselyyn nuorten adhd-oireista sekä kaksikymmentä vuotta kestäneeseen rekisteriseurantaan nuorten myöhemmistä psykiatrisista diagnooseista. | diagnooseista | diagnooseista,13,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/doctor/phrases/b1_b2.json,card.sentence.doctor.tutkimuksen.aineisto.perustuu.vanhemmille.tehtyyn.kyselyyn.nuort.0305 || card.sentence.doctor.tutkimuksen.aineisto.perustuu.vanhemmille.tehtyyn.kyselyyn.nuort.2007 || card.sentence.doctor.tutkimuksen.aineisto.perustuu.vanhemmille.tehtyyn.kyselyyn.nuort.3992 || card.sentence.doctor.tutkimuksen.aineisto.perustuu.vanhemmille.tehtyyn.kyselyyn.nuort.5085 || card.sentence.doctor.tutkimuksen.aineisto.perustuu.vanhemmille.tehtyyn.kyselyyn.nuort.8905
sentence_card,nurse,complete the missing part of the sentence.,"suomessa kirurgisia erikoisaloja ovat yleiskirurgia, gastroenterologinen kirurgia, lastenkirurgia, ortopedia ja traumatologia, plastiikkakirurgia, suu- ja leukakirurgia, sydän- ja rintaelinkirurgia, urologia, verisuonikirurgia, käsikirurgia ja neurokirurgia | neurokirurgia | neurokirurgia",13,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/nurse/phrases/b1_b2.json,card.sentence.nurse.suomessa.kirurgisia.erikoisaloja.ovat.yleiskirurgia.gastroentero.0514 || card.sentence.nurse.suomessa.kirurgisia.erikoisaloja.ovat.yleiskirurgia.gastroentero.5094 || card.sentence.nurse.suomessa.kirurgisia.erikoisaloja.ovat.yleiskirurgia.gastroentero.5099 || card.sentence.nurse.suomessa.kirurgisia.erikoisaloja.ovat.yleiskirurgia.gastroentero.5104 || card.sentence.nurse.suomessa.kirurgisia.erikoisaloja.ovat.yleiskirurgia.gastroentero.5109
sentence_card,practical_nurse,complete the missing part of the sentence.,"kirurgiset toimenpiteet luokitellaan puhtaisiin (pl 1), puhtaisiin kontaminoituneisiin (pl 2), kontaminoituneisiin (pl3) ja likaisiin (pl4) riippuen siitä, avataanko kontaminoivia rakenteita, kuten maha-suolikanavaa, virtsateitä ja hengitysteitä, ja onko potilaalla toimenpiteen aikana leikkausalueen tai levinnyttä infektiota | infektiota | infektiota",13,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.kirurgiset.toimenpiteet.luokitellaan.puhtaisiin.pl.1.puhtaisiin..4605 || card.sentence.practical_nurse.kirurgiset.toimenpiteet.luokitellaan.puhtaisiin.pl.1.puhtaisiin..4610 || card.sentence.practical_nurse.kirurgiset.toimenpiteet.luokitellaan.puhtaisiin.pl.1.puhtaisiin..4618 || card.sentence.practical_nurse.kirurgiset.toimenpiteet.luokitellaan.puhtaisiin.pl.1.puhtaisiin..4623 || card.sentence.practical_nurse.kirurgiset.toimenpiteet.luokitellaan.puhtaisiin.pl.1.puhtaisiin..4628
sentence_card,doctor,complete the missing part of the sentence.,"jos tälle koko potille laitetaan yläraja, joka on sata euroa, ja josta yksityinen terveydenhuollon tarjoaja haluaa saada sen oman pottinsa… laboratoriokokeista saa tietyn summan, mutta miten loppusumma jyvitetään, niin ymmärrän huolen tietyllä tavalla. | tavalla | tavalla",12,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/doctor/phrases/b1_b2.json,card.sentence.doctor.jos.talle.koko.potille.laitetaan.ylaraja.joka.on.sata.euroa.ja.j.0086 || card.sentence.doctor.jos.talle.koko.potille.laitetaan.ylaraja.joka.on.sata.euroa.ja.j.0277 || card.sentence.doctor.jos.talle.koko.potille.laitetaan.ylaraja.joka.on.sata.euroa.ja.j.1158 || card.sentence.doctor.jos.talle.koko.potille.laitetaan.ylaraja.joka.on.sata.euroa.ja.j.4778 || card.sentence.doctor.jos.talle.koko.potille.laitetaan.ylaraja.joka.on.sata.euroa.ja.j.8603
sentence_card,nurse,complete the missing part of the sentence.,"kyseinen termi otettiin käyttöön vuonna 1992, jolloin evidence-based medicine working group -niminen asiantuntijaryhmä suositteli, että lääkäreiden koulutuksen ja hoitovalintojen pitäisi perustua tieteelliseen tutkimusnäyttöön sen sijaan, että lääkärit luottaisivat vain omaan intuitioonsa, päättelyynsä tai kliiniseen kokemukseensa | kokemukseensa | kokemukseensa",12,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/nurse/phrases/b1_b2.json,card.sentence.nurse.kyseinen.termi.otettiin.kayttoon.vuonna.1992.jolloin.evidence.ba.0051 || card.sentence.nurse.kyseinen.termi.otettiin.kayttoon.vuonna.1992.jolloin.evidence.ba.0299 || card.sentence.nurse.kyseinen.termi.otettiin.kayttoon.vuonna.1992.jolloin.evidence.ba.0615 || card.sentence.nurse.kyseinen.termi.otettiin.kayttoon.vuonna.1992.jolloin.evidence.ba.2884 || card.sentence.nurse.kyseinen.termi.otettiin.kayttoon.vuonna.1992.jolloin.evidence.ba.2889
sentence_card,practical_nurse,complete the missing part of the sentence.,"tulehdus voi johtua myös ateriasta, jolla on suuri glykeeminen kuorma.[6] lisäksi myös kudosvaurioihin kuten esimerkiksi urheiluun liittyvän lihaskuormituksen synnyttämiin lihasten mikrovaurioihin liittyy aina jonkinasteinen tulehdusreaktio | tulehdusreaktio | tulehdusreaktio",12,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.tulehdus.voi.johtua.myos.ateriasta.jolla.on.suuri.glykeeminen.ku.0817 || card.sentence.practical_nurse.tulehdus.voi.johtua.myos.ateriasta.jolla.on.suuri.glykeeminen.ku.3651 || card.sentence.practical_nurse.tulehdus.voi.johtua.myos.ateriasta.jolla.on.suuri.glykeeminen.ku.5761 || card.sentence.practical_nurse.tulehdus.voi.johtua.myos.ateriasta.jolla.on.suuri.glykeeminen.ku.5766 || card.sentence.practical_nurse.tulehdus.voi.johtua.myos.ateriasta.jolla.on.suuri.glykeeminen.ku.5771
sentence_card,practical_nurse,complete the missing part of the sentence.,"usein kuulee väitettä, että talousoppien mukaan hunajaa valuu myös työmehiläisille – tosin vedellä jatkettuna: kartanon sijasta meille lankeaa velkainen asunto, lomaviikko kreikassa ja syksyllä kaksi päivää lasten kanssa puuhamaassa. | puuhamaassa | puuhamaassa",12,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.usein.kuulee.vaitetta.etta.talousoppien.mukaan.hunajaa.valuu.myo.1015 || card.sentence.practical_nurse.usein.kuulee.vaitetta.etta.talousoppien.mukaan.hunajaa.valuu.myo.4142 || card.sentence.practical_nurse.usein.kuulee.vaitetta.etta.talousoppien.mukaan.hunajaa.valuu.myo.4147 || card.sentence.practical_nurse.usein.kuulee.vaitetta.etta.talousoppien.mukaan.hunajaa.valuu.myo.4152 || card.sentence.practical_nurse.usein.kuulee.vaitetta.etta.talousoppien.mukaan.hunajaa.valuu.myo.4160
sentence_card,doctor,complete the missing part of the sentence.,"kyseinen termi otettiin käyttöön vuonna 1992, jolloin evidence-based medicine working group -niminen asiantuntijaryhmä suositteli, että lääkäreiden koulutuksen ja hoitovalintojen pitäisi perustua tieteelliseen tutkimusnäyttöön sen sijaan, että lääkärit luottaisivat vain omaan intuitioonsa, päättelyynsä tai kliiniseen kokemukseensa | kokemukseensa | kokemukseensa",11,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/doctor/phrases/b1_b2.json,card.sentence.doctor.kyseinen.termi.otettiin.kayttoon.vuonna.1992.jolloin.evidence.ba.0272 || card.sentence.doctor.kyseinen.termi.otettiin.kayttoon.vuonna.1992.jolloin.evidence.ba.0525 || card.sentence.doctor.kyseinen.termi.otettiin.kayttoon.vuonna.1992.jolloin.evidence.ba.10169 || card.sentence.doctor.kyseinen.termi.otettiin.kayttoon.vuonna.1992.jolloin.evidence.ba.1765 || card.sentence.doctor.kyseinen.termi.otettiin.kayttoon.vuonna.1992.jolloin.evidence.ba.1887
sentence_card,doctor,complete the missing part of the sentence.,"vuosittain suomessa todetaan yli sata uutta syöpätapausta, joissa sairauden tiedetään aiheutuneen jostain työssä ilmenevästä tekijästä.[44] esimerkiksi asbesti aiheuttaa noin 10 prosenttia todetuista keuhkosyöpätapauksista, radon 20 prosenttia ja tupakointi 70 prosenttia | prosenttia | prosenttia",11,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/doctor/phrases/b1_b2.json,card.sentence.doctor.vuosittain.suomessa.todetaan.yli.sata.uutta.syopatapausta.joissa.1432 || card.sentence.doctor.vuosittain.suomessa.todetaan.yli.sata.uutta.syopatapausta.joissa.2122 || card.sentence.doctor.vuosittain.suomessa.todetaan.yli.sata.uutta.syopatapausta.joissa.3683 || card.sentence.doctor.vuosittain.suomessa.todetaan.yli.sata.uutta.syopatapausta.joissa.4911 || card.sentence.doctor.vuosittain.suomessa.todetaan.yli.sata.uutta.syopatapausta.joissa.5805
sentence_card,nurse,complete the missing part of the sentence.,"käsityöläisenä pidettyä kirurgia arvostettiin vähemmän kuin pappiin verrattavana parantajana toiminutta yleislääkäriä, vaikka onnistuessaan kirurgi kykenikin hoitamaan potilaansa: rakkokiviä leikattiin jo hippokrateen aikana ja 1100-luvulla osattiin hoitaa kaihia pistämällä | pistämällä | pistämällä",11,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/nurse/phrases/b1_b2.json,card.sentence.nurse.kasityolaisena.pidettya.kirurgia.arvostettiin.vahemman.kuin.papp.4373 || card.sentence.nurse.kasityolaisena.pidettya.kirurgia.arvostettiin.vahemman.kuin.papp.4378 || card.sentence.nurse.kasityolaisena.pidettya.kirurgia.arvostettiin.vahemman.kuin.papp.4389 || card.sentence.nurse.kasityolaisena.pidettya.kirurgia.arvostettiin.vahemman.kuin.papp.4394 || card.sentence.nurse.kasityolaisena.pidettya.kirurgia.arvostettiin.vahemman.kuin.papp.4405
sentence_card,nurse,complete the missing part of the sentence.,"viime vuosikymmeninä tähystinkirurgia ja mini-invasiivinen kirurgia ovat vieneet tilaa perinteisiltä kirurgian muodoilta, joissa elimistön sisään mennään suurista viilloista ja toimenpiteet tehdään suorassa näköyhteydessä.[1] | suorassa | suorassa",11,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/nurse/phrases/b1_b2.json,card.sentence.nurse.viime.vuosikymmenina.tahystinkirurgia.ja.mini.invasiivinen.kirur.0187 || card.sentence.nurse.viime.vuosikymmenina.tahystinkirurgia.ja.mini.invasiivinen.kirur.5269 || card.sentence.nurse.viime.vuosikymmenina.tahystinkirurgia.ja.mini.invasiivinen.kirur.5274 || card.sentence.nurse.viime.vuosikymmenina.tahystinkirurgia.ja.mini.invasiivinen.kirur.5279 || card.sentence.nurse.viime.vuosikymmenina.tahystinkirurgia.ja.mini.invasiivinen.kirur.5292
sentence_card,practical_nurse,complete the missing part of the sentence.,"jos tälle koko potille laitetaan yläraja, joka on sata euroa, ja josta yksityinen terveydenhuollon tarjoaja haluaa saada sen oman pottinsa… laboratoriokokeista saa tietyn summan, mutta miten loppusumma jyvitetään, niin ymmärrän huolen tietyllä tavalla. | tavalla | tavalla",11,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.jos.talle.koko.potille.laitetaan.ylaraja.joka.on.sata.euroa.ja.j.0102 || card.sentence.practical_nurse.jos.talle.koko.potille.laitetaan.ylaraja.joka.on.sata.euroa.ja.j.0157 || card.sentence.practical_nurse.jos.talle.koko.potille.laitetaan.ylaraja.joka.on.sata.euroa.ja.j.7189 || card.sentence.practical_nurse.jos.talle.koko.potille.laitetaan.ylaraja.joka.on.sata.euroa.ja.j.7271 || card.sentence.practical_nurse.jos.talle.koko.potille.laitetaan.ylaraja.joka.on.sata.euroa.ja.j.7276
sentence_card,practical_nurse,complete the missing part of the sentence.,"suolaa, lakritsia ja alkoholia kannattaa vähentää ja syödä kuitua, vihanneksia, hedelmiä ja kasviksia sekä liikkua.[9] 3–6 desilitran kahviannos nostaa yläpainetta keskimäärin 8 yksikköä ja sen verenpainetta nostava vaikutus kestää kolmisen tuntia.[3] | kolmisen | kolmisen",11,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.suolaa.lakritsia.ja.alkoholia.kannattaa.vahentaa.ja.syoda.kuitua.0041 || card.sentence.practical_nurse.suolaa.lakritsia.ja.alkoholia.kannattaa.vahentaa.ja.syoda.kuitua.1797 || card.sentence.practical_nurse.suolaa.lakritsia.ja.alkoholia.kannattaa.vahentaa.ja.syoda.kuitua.2446 || card.sentence.practical_nurse.suolaa.lakritsia.ja.alkoholia.kannattaa.vahentaa.ja.syoda.kuitua.3672 || card.sentence.practical_nurse.suolaa.lakritsia.ja.alkoholia.kannattaa.vahentaa.ja.syoda.kuitua.5128
sentence_card,practical_nurse,complete the missing part of the sentence.,"tuloksessa huomioitiin lapsuudenaikainen sairastelu, syntymäpaino, rintaruokinnan onnistuminen, äidin ikä ja raskaudenaikainen alkoholinkäyttö, vanhempien sosiaalinen asema ja ahtaat asuinolot | asuinolot | asuinolot",11,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.tuloksessa.huomioitiin.lapsuudenaikainen.sairastelu.syntymapaino.2663 || card.sentence.practical_nurse.tuloksessa.huomioitiin.lapsuudenaikainen.sairastelu.syntymapaino.5377 || card.sentence.practical_nurse.tuloksessa.huomioitiin.lapsuudenaikainen.sairastelu.syntymapaino.7547 || card.sentence.practical_nurse.tuloksessa.huomioitiin.lapsuudenaikainen.sairastelu.syntymapaino.7552 || card.sentence.practical_nurse.tuloksessa.huomioitiin.lapsuudenaikainen.sairastelu.syntymapaino.7557
sentence_card,doctor,complete the missing part of the sentence.,"infektio eli tartunta tarkoittaa tautia aiheuttavan bakteerin, viruksen, sienen, loisen tai muun patogeenin[1] tunkeutumista isäntälajin elimistöön ulkoa käsin tai siirtymistä isännän elimistön osasta toiseen niin runsain mitoin, että se kykenee vaurioittamaan isännän tervettä kudosta | kudosta | kudosta",10,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/doctor/phrases/b1_b2.json,card.sentence.doctor.infektio.eli.tartunta.tarkoittaa.tautia.aiheuttavan.bakteerin.vi.10265 || card.sentence.doctor.infektio.eli.tartunta.tarkoittaa.tautia.aiheuttavan.bakteerin.vi.11139 || card.sentence.doctor.infektio.eli.tartunta.tarkoittaa.tautia.aiheuttavan.bakteerin.vi.1959 || card.sentence.doctor.infektio.eli.tartunta.tarkoittaa.tautia.aiheuttavan.bakteerin.vi.5823 || card.sentence.doctor.infektio.eli.tartunta.tarkoittaa.tautia.aiheuttavan.bakteerin.vi.5831
sentence_card,doctor,complete the missing part of the sentence.,"käsityöläisenä pidettyä kirurgia arvostettiin vähemmän kuin pappiin verrattavana parantajana toiminutta yleislääkäriä, vaikka onnistuessaan kirurgi kykenikin hoitamaan potilaansa: rakkokiviä leikattiin jo hippokrateen aikana ja 1100-luvulla osattiin hoitaa kaihia pistämällä | pistämällä | pistämällä",10,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/doctor/phrases/b1_b2.json,card.sentence.doctor.kasityolaisena.pidettya.kirurgia.arvostettiin.vahemman.kuin.papp.11018 || card.sentence.doctor.kasityolaisena.pidettya.kirurgia.arvostettiin.vahemman.kuin.papp.2041 || card.sentence.doctor.kasityolaisena.pidettya.kirurgia.arvostettiin.vahemman.kuin.papp.6771 || card.sentence.doctor.kasityolaisena.pidettya.kirurgia.arvostettiin.vahemman.kuin.papp.6776 || card.sentence.doctor.kasityolaisena.pidettya.kirurgia.arvostettiin.vahemman.kuin.papp.6787
