id,profession,front,reasons,source,source_path
card.vocab.nurse.ole.hyva.0623,nurse,ole hyvä,multiword_vocab_token,published,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/nurse/words/a1_a2.json
card.vocab.nurse.yo.id.0669,nurse,yö,too_short,published,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/nurse/words/a1_a2.json
card.vocab.nurse.lahelta.piti.tilanne.1212,nurse,läheltä piti -tilanne,multiword_vocab_token,published,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/nurse/words/b1_b2.json
card.vocab.nurse.nayttoon.perustuva.1230,nurse,näyttöön perustuva,multiword_vocab_token,published,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/nurse/words/b1_b2.json
doctor_3,doctor,"Jos _____ ei voi syödä, hänen on hyvä saada hieman suolaa nesteen mukana.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_4,doctor,"Jos _____ ei voi syödä, hänen on hyvä saada hieman suolaa nesteen mukana.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_8,doctor,Suomea vaivannut _____pula onkin kääntymässä _____en runsauteen,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_9,doctor,Suomea vaivannut _____pula onkin kääntymässä _____en runsauteen,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_13,doctor,"1700-luvulla kirurgian ja lääketieteen oppialat alkoivat yhdistyä, kun kirurgian harjoittaminen siirtyi välskäreiltä lääkäreiden _____on",digit_in_token|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_14,doctor,"1700-luvulla kirurgian ja lääketieteen oppialat alkoivat yhdistyä, kun kirurgian harjoittaminen siirtyi välskäreiltä lääkäreiden _____on",digit_in_token|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_18,doctor,"Tämä _____ on usein autoimmuuni_____, jossa keho tuhoaa haiman insuliinia tuottavia beetasoluja",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_19,doctor,"Tämä _____ on usein autoimmuuni_____, jossa keho tuhoaa haiman insuliinia tuottavia beetasoluja",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_23,doctor,Suusta lähtöisin olevan tulehduksen aiheuttama paine ja luukalvon venytys saattavat _____ kovaa kipua[31],digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_24,doctor,Suusta lähtöisin olevan tulehduksen aiheuttama paine ja luukalvon venytys saattavat _____ kovaa kipua[31],digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_31,doctor,Yhdistelmäehkäisypillereiden yleensä sisältämä etinyyliestradioli lisää _____ten mukaan elimistön matala-asteista tulehdusta[66].,digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_32,doctor,Yhdistelmäehkäisypillereiden yleensä sisältämä etinyyliestradioli lisää _____ten mukaan elimistön matala-asteista tulehdusta[66].,digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_36,doctor,Paksusuolen syöpä todetaan Yhdysvalloissa _____ttain noin yhdellä miljoonasta alle 20-vuotiaasta henkilöstä[27].,digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_37,doctor,Paksusuolen syöpä todetaan Yhdysvalloissa _____ttain noin yhdellä miljoonasta alle 20-vuotiaasta henkilöstä[27].,digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_41,doctor,"Tulehdukseen saattaa _____ kipua etenkin silloin, kun tulehtuneessa kudoksessa on kipuhermopäätteitä.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_42,doctor,"Tulehdukseen saattaa _____ kipua etenkin silloin, kun tulehtuneessa kudoksessa on kipuhermopäätteitä.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_46,doctor,Tieteellisten tutkimusten tuloksiin perustuvaa _____ttä nimitetään näyttöön perustuvaksi lääketieteeksi (evidence based medicine),multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_47,doctor,Tieteellisten tutkimusten tuloksiin perustuvaa _____ttä nimitetään näyttöön perustuvaksi lääketieteeksi (evidence based medicine),multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_51,doctor,"Yleisesti masennuksen hoidossa käytetyt SSRI-lääkkeet lisäävät sekä raskausdiabeteksen _____ä että vastasyntyneen varhaisia sopeutumisongelmia, kerrotaan Turun yliopiston tiedotteessa.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_52,doctor,"Yleisesti masennuksen hoidossa käytetyt SSRI-lääkkeet lisäävät sekä raskausdiabeteksen _____ä että vastasyntyneen varhaisia sopeutumisongelmia, kerrotaan Turun yliopiston tiedotteessa.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_56,doctor,"Yleiskunto romahtaa päivän tai kahden _____na varsinkin, jos sairaus johtuu meningokokki- tai pneumokokki-bakteerista.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_57,doctor,"Yleiskunto romahtaa päivän tai kahden _____na varsinkin, jos sairaus johtuu meningokokki- tai pneumokokki-bakteerista.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_61,doctor,Yleisemmin tunnettujen tulehdusvälittäjäaineiden kohonnut pitosuus veressä korreloi miehillä suuremman kuolleisuuden ja suuremman sydän- ja verisuonitautien esiintyvyyden kanssa.[55] Matala-asteisen tulehduksen arviointiin voidaan _____ myös herkän CRP:n tasoa selvittävää laboratoriotutkimusta.[56],digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_62,doctor,Yleisemmin tunnettujen tulehdusvälittäjäaineiden kohonnut pitosuus veressä korreloi miehillä suuremman kuolleisuuden ja suuremman sydän- ja verisuonitautien esiintyvyyden kanssa.[55] Matala-asteisen tulehduksen arviointiin voidaan _____ myös herkän CRP:n tasoa selvittävää laboratoriotutkimusta.[56],digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_66,doctor,"Tässä jutussa kerrotaan, mitä ongelmia sukusiitos aiheuttaa ja mitä tilanteen parantamiseksi _____än.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_67,doctor,"Tässä jutussa kerrotaan, mitä ongelmia sukusiitos aiheuttaa ja mitä tilanteen parantamiseksi _____än.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_71,doctor,Yleensä näiden aiheuttamat _____et paranevat itsestään.,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_72,doctor,Yleensä näiden aiheuttamat _____et paranevat itsestään.,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_76,doctor,"Yli-Sissalan kehoa skannattiin joka puolelta ja lääkärit pudottelivat prosenttilukuja peräjälkeen: _____riski lähellä 90 prosenttia, periytyvyys 50 prosenttia.",digit_in_token|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_77,doctor,"Yli-Sissalan kehoa skannattiin joka puolelta ja lääkärit pudottelivat prosenttilukuja peräjälkeen: _____riski lähellä 90 prosenttia, periytyvyys 50 prosenttia.",digit_in_token|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_81,doctor,Kuumetta ja särkyä voi tarvittaessa lievittää _____kipulääkkeillä tai parasetamolilla,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_82,doctor,Kuumetta ja särkyä voi tarvittaessa lievittää _____kipulääkkeillä tai parasetamolilla,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_86,doctor,"Jos tälle koko potille laitetaan yläraja, joka on sata euroa, ja josta yksityinen terveydenhuollon tarjoaja haluaa _____ sen oman pottinsa… laboratoriokokeista saa tietyn summan, mutta miten loppusumma jyvitetään, niin ymmärrän huolen tietyllä tavalla.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_87,doctor,"Jos tälle koko potille laitetaan yläraja, joka on sata euroa, ja josta yksityinen terveydenhuollon tarjoaja haluaa _____ sen oman pottinsa… laboratoriokokeista saa tietyn summan, mutta miten loppusumma jyvitetään, niin ymmärrän huolen tietyllä tavalla.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_91,doctor,"Erotusdiagnoosi on käsite, jota käytetään tiettyä tautia haettaessa sisältäen ne vaihtoehdot, jotka voisivat myös samantapaisella oireistolla _____ kyseeseen",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_92,doctor,"Erotusdiagnoosi on käsite, jota käytetään tiettyä tautia haettaessa sisältäen ne vaihtoehdot, jotka voisivat myös samantapaisella oireistolla _____ kyseeseen",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_96,doctor,– Lääkkeen käyttö pitäisi suunnitella pitkäaikaiseksi _____ksi hoitoprosessia,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_97,doctor,– Lääkkeen käyttö pitäisi suunnitella pitkäaikaiseksi _____ksi hoitoprosessia,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_107,doctor,Ennen nykyisiä hoitokeinoja oli hyvin _____ vaara että potilas vuosi kuiviin ennen hoitoa tai leikkauksen aikana,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_108,doctor,Ennen nykyisiä hoitokeinoja oli hyvin _____ vaara että potilas vuosi kuiviin ennen hoitoa tai leikkauksen aikana,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_112,doctor,"Hoitojakson syynä oli sairaus, jonka ilmaantuminen saattaa johtua siitä, että _____ ei ollut ottanut kaikkia hänelle määrättyjä lääkkeitä.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_113,doctor,"Hoitojakson syynä oli sairaus, jonka ilmaantuminen saattaa johtua siitä, että _____ ei ollut ottanut kaikkia hänelle määrättyjä lääkkeitä.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_117,doctor,Lähes joka toinen _____ sairastuu nykyaikana syöpään,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_118,doctor,Lähes joka toinen _____ sairastuu nykyaikana syöpään,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_122,doctor,"Kelan tilastot vahvistavat, että yksityiset lääkärit kirjoittavat yli 60 _____a uusien lihavuuslääkkeiden resepteistä",digit_in_token|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_123,doctor,"Kelan tilastot vahvistavat, että yksityiset lääkärit kirjoittavat yli 60 _____a uusien lihavuuslääkkeiden resepteistä",digit_in_token|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_127,doctor,Osalle lääkäreistäkin harvi_____ geenivirhe tuntui olevan uusi ja outo asia.,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_128,doctor,Osalle lääkäreistäkin harvi_____ geenivirhe tuntui olevan uusi ja outo asia.,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_132,doctor,Tulehdus voi _____ lisäksi allergeeneista tai elimistölle vahingollisista aineista,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_133,doctor,Tulehdus voi _____ lisäksi allergeeneista tai elimistölle vahingollisista aineista,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_137,doctor,"Ennen _____a Mika täytti esitietolomakkeen, jossa kysytään muun muassa, onko potilas käynyt vastikään verikokeissa tai onko suvussa ollut kilpirauhasen syöpää.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_138,doctor,"Ennen _____a Mika täytti esitietolomakkeen, jossa kysytään muun muassa, onko potilas käynyt vastikään verikokeissa tai onko suvussa ollut kilpirauhasen syöpää.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_142,doctor,"– Tällä kertaa onneksi _____ siltä, että sairastumisia ei tästä johtuen ole ilmennyt, hän sanoo.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_143,doctor,"– Tällä kertaa onneksi _____ siltä, että sairastumisia ei tästä johtuen ole ilmennyt, hän sanoo.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_147,doctor,"Pihlajalinnan _____ johtaja Sari Riihijärvi kirjoittaa sähköpostitse, että heille on tärkeää olla mukana parantamassa hoitoon pääsyä.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_148,doctor,"Pihlajalinnan _____ johtaja Sari Riihijärvi kirjoittaa sähköpostitse, että heille on tärkeää olla mukana parantamassa hoitoon pääsyä.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_152,doctor,"Siksi sitä sanotaan joskus virheellisesti lapsuus- tai nuoruusiän diabetekseksi, vaikka se voi _____ missä iässä tahansa",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_153,doctor,"Siksi sitä sanotaan joskus virheellisesti lapsuus- tai nuoruusiän diabetekseksi, vaikka se voi _____ missä iässä tahansa",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_157,doctor,"Ennen vastaanottoa Mika täytti esi_____lomakkeen, jossa kysytään muun muassa, onko potilas käynyt vastikään verikokeissa tai onko suvussa ollut kilpirauhasen syöpää.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_158,doctor,"Ennen vastaanottoa Mika täytti esi_____lomakkeen, jossa kysytään muun muassa, onko potilas käynyt vastikään verikokeissa tai onko suvussa ollut kilpirauhasen syöpää.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_162,doctor,"Leikkauksia suoritetaan myös muilla erikoisaloilla, kuten gynekologian, silmä_____en ja korva-, nenä- ja kurkku_____en aloilla",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_163,doctor,"Leikkauksia suoritetaan myös muilla erikoisaloilla, kuten gynekologian, silmä_____en ja korva-, nenä- ja kurkku_____en aloilla",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_167,doctor,"Tässä jutussa kerrotaan, voiko potilas luottaa esimerkiksi Latviassa tai R_____niassa koulutetun lääkärin ammattitaitoon",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_168,doctor,"Tässä jutussa kerrotaan, voiko potilas luottaa esimerkiksi Latviassa tai R_____niassa koulutetun lääkärin ammattitaitoon",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_172,doctor,"On kuitenkin havaittu, että täsmälleen sama oireisto saattaa _____ miespotilaiden kohdalla naispotilaita useammin oikeaan diagnoosiin",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_173,doctor,"On kuitenkin havaittu, että täsmälleen sama oireisto saattaa _____ miespotilaiden kohdalla naispotilaita useammin oikeaan diagnoosiin",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_177,doctor,Britannian tartunnat ovat B-_____ä.,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_178,doctor,Britannian tartunnat ovat B-_____ä.,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_182,doctor,"Bernin ja Minnesotan _____jen yhteisessä tutkimuksessa löydettiin perinnöllinen yhteys sairauteen, jossa koirille kehittyy hermostollisia häiriöitä",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_183,doctor,"Bernin ja Minnesotan _____jen yhteisessä tutkimuksessa löydettiin perinnöllinen yhteys sairauteen, jossa koirille kehittyy hermostollisia häiriöitä",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_187,doctor,"Kun suomalainen menee lääkäriin, häntä _____ yhä useammin ulkomailla koulutettu lääkäri.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_188,doctor,"Kun suomalainen menee lääkäriin, häntä _____ yhä useammin ulkomailla koulutettu lääkäri.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_192,doctor,"Syövän toteamiseen, syövän levinnei_____teen, hoitojen onnistumisen selvittämiseen sekä syövän seurantaan käytetään usein radiologisia kuvantamismenetelmiä",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_193,doctor,"Syövän toteamiseen, syövän levinnei_____teen, hoitojen onnistumisen selvittämiseen sekä syövän seurantaan käytetään usein radiologisia kuvantamismenetelmiä",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_197,doctor,"Viivästyneitä haittavaikutuksia ovat muun muassa verenpurkaumat, laskimotukokset, imunestekertymä, infektio tai vaivan, esimerkiksi tyrän, _____utuminen.[24]",digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_198,doctor,"Viivästyneitä haittavaikutuksia ovat muun muassa verenpurkaumat, laskimotukokset, imunestekertymä, infektio tai vaivan, esimerkiksi tyrän, _____utuminen.[24]",digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_202,doctor,Tällaisia ovat esimerkiksi jonkin lääkkeen niin sanottu off label -_____.[10] Muunlainen näyttöön perustumaton hoito määritellään nykyisin uskomuslääkinnäksi[11].,digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_203,doctor,Tällaisia ovat esimerkiksi jonkin lääkkeen niin sanottu off label -_____.[10] Muunlainen näyttöön perustumaton hoito määritellään nykyisin uskomuslääkinnäksi[11].,digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_207,doctor,"Sitä ennen hän haluaa varmistaa alkiodiagnostiikan avulla, ettei _____ perisi äitinsä geenivirhettä.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_208,doctor,"Sitä ennen hän haluaa varmistaa alkiodiagnostiikan avulla, ettei _____ perisi äitinsä geenivirhettä.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_212,doctor,Myös perinnölliset tekijät lisäävät merkittävästi alttiutta _____,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_213,doctor,Myös perinnölliset tekijät lisäävät merkittävästi alttiutta _____,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_217,doctor,Suomen viidessä lääketieteellisessä tiedekunnassa koulutetaan sen verran lääkäreitä kuin täällä _____an tulevaisuudessa tarvittavan,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
